STT,CUS_CIF_NBR,CUS_NM,DTE_OPN_CIF,BRN_OPN_CIF,CUS_GEN,AGE,TINHTRANGHONNHAN,CUS_PHONE,CUS_MAIL,CUS_ADRR,TINHCHATCVHT,TRINHDOHOCVAN,AVG_AMT_3M,CALL_DATE,STATUS_ADV,CUST_BANCASED,SANPHAMBHNTDAMUA,NGAYMUABH,SPDV,PRIORITYFLAG,BRN_MNGT_PRIO,PAYROLLFLAG,DSCTTHEGHINO,DSCTTHETINDUNG,DSCTNOTIENGUI,DSCTCOTIENGUI,DSCTDIGIBANK,AVG_BAL_TA_E12M,AVG_BAL_TM_E12M,AVG_BAL_LN_E12M,SODUTIENGUI,SODUTIETKIEM,DUNOVAY,NHOMNOVCB,MATDT,CHITIEUCHOYTE,CHITIEUCHOGD,CHITIEUCHODULICH,CHITIEUDAUTUCK,LYDOMUABAOHIEM,SCORE,DATIEPCAN,FEEDBACK,NOTE,RMTIEPCAN
155,xxxxxx,HOANG TRUONG GIANG,1/30/2020,4187,Nữ,52,Độc thân,xxxxxxx076,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Cao đẳng,25893977,12/22/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,5/25/2022,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P7,9603,Có,21808598,151883,309290416,13237175359,1248625806,42276128,84123003,37994758,4890009,65942697,22764820,2,15/07/2024,95623695,40690696,97692765,78265932,Quan tâm gia đình,66%,Chưa tiếp cận,Từ chối,chưa có,0
156,xxxxxx,TRUONG CHUAN KHOA,7/27/2022,8109,Nữ,46,Có gia đình,xxxxxxx224,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ quản lý trung cấp,Tốt nghiệp phổ thông,6800110,11/11/2023,Đồng ý gặp mặt,Có,FWD Nang tam vi the,8/28/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5B,9603,Có,7586523,1103723,11846879251,12238467554,44001843,59183570,66613988,3414487,47630821,23212666,17975910,2,15/07/2024,51438710,81950388,261571,19970834,Quan tâm bảo hiểm,70%,Chưa tiếp cận,Từ chối,chưa có,0
157,xxxxxx,DANG HOAN KIEM,3/19/2022,7785,Nữ,50,Độc thân,xxxxxxx738,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,9090615,3/28/2022,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,2/6/2020,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P3,9603,Không,38787396,1512841,9716912111,21359745949,1378232337,28998194,90589189,16789427,69219182,85744378,60478313,4,15/07/2024,92292257,40780642,41522544,49974637,"Quan tâm đầu tư, tài chính",66%,Đã tiếp cận,Từ chối,chưa có,0
158,xxxxxx,LE QUYNH VAN,########,7138,Nam,26,Độc thân,xxxxxxx787,xxxxxxxxx@yahoo.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,31568993,2/24/2023,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4B,9603,Có,30256134,2040794,28788094555,6734549611,1940991481,74112034,34033861,37424667,14647933,33872097,69526195,4,15/07/2024,66513353,43795176,36035129,44443967,Quan tâm sức khoẻ,77%,Đã tiếp cận,Từ chối,chưa có,0
159,xxxxxx,TRUONG HAI BANG,8/6/2020,3501,Nam,37,Có gia đình,xxxxxxx113,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội",Cán bộ quản lý cao cấp,Cao học,26373474,12/20/2021,Đồng ý gặp mặt,Có,FWD con vuon xa,5/13/2022,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P6,9603,Có,28584492,377649,9361287787,21696115007,324911500,76560461,61932219,21414466,72439755,35393151,19509719,2,15/07/2024,94880909,99805045,12277042,31841242,Quan tâm bảo hiểm,53%,Đã tiếp cận,Từ chối,chưa có,0
160,xxxxxx,HUYNH KIET TRINH,10/25/2023,2741,Nữ,17,Ly dị,xxxxxxx559,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao học,7661761,8/16/2021,Đồng ý gặp mặt,Có,FWD Nang tam vi the,3/3/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P7,9603,Có,24686403,2162240,19675116116,16181701105,914306947,79804222,70054132,68897440,65133232,40477778,87200081,4,15/07/2024,79685696,4193128,20087962,27039215,"Quan tâm đầu tư, tài chính",53%,Đã tiếp cận,Từ chối,chưa có,0
161,xxxxxx,DO GIA HUNG,4/21/2023,5285,Nam,45,Ly dị,xxxxxxx826,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ văn phòng,Cao học,25872534,5/17/2021,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,12/9/2023,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P1,9603,Có,32372426,2046708,9231418131,24345830303,709156615,96641402,16808006,40160363,89074445,28451186,24822511,4,15/07/2024,77006573,13679832,7990348,66879484,Quan tâm sức khoẻ,77%,Chưa tiếp cận,Từ chối,chưa có,0
162,xxxxxx,LY TUAN KHAI,4/21/2021,6256,Nữ,24,Độc thân,xxxxxxx433,xxxxxxxxx@outlook.com,"Ba Đình,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,32267469,1/27/2022,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,8/5/2021,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P1,9603,Không,21988634,1572402,23000949217,19948526949,1747645977,35698495,92531437,66188182,42327358,54207082,86518100,1,15/07/2024,12095746,20430607,98004399,98724373,Quan tâm bảo hiểm,66%,Chưa tiếp cận,Từ chối,chưa có,0
163,xxxxxx,VO NHAT PHUONG,5/18/2021,5445,Nữ,17,Có gia đình,xxxxxxx321,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Tốt nghiệp phổ thông,25544272, ,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P7,9603,Có,17494498,2812470,5438529281,18121770739,1034044574,2393893,82738753,21309079,15794210,74836359,44513595,2,15/07/2024,39818595,41166382,25058691,84364529,Quan tâm gia đình,66%,Đã tiếp cận,Từ chối,chưa có,0
164,xxxxxx,DUONG TAN DUNG,12/17/2022,3303,Nữ,36,Ly dị,xxxxxxx612,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý sơ cấp,Cao đẳng,26922220,9/24/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,2/7/2022,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P4A,9603,Không,596673,1892056,26028832859,15448495501,1430328638,7849459,39469134,92532173,57546345,38640169,82189667,1,15/07/2024,57018171,72409212,37925244,3436933,"Quan tâm đầu tư, tài chính",74%,Chưa tiếp cận,Từ chối,chưa có,0
165,xxxxxx,LE ÐUC SINH,12/3/2022,1498,Nam,51,Độc thân,xxxxxxx435,xxxxxxxxx@gmail.com,"Hoàn Kiếm,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Tốt nghiệp phổ thông,29809593,7/6/2020,Không có,Không,FWD con vuon xa,10/23/2020,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P4A,9603,Không,4379395,2139512,12604780170,27859645305,1234399299,57923715,16151637,82312974,56187667,85857528,20481135,4,15/07/2024,50027238,49369781,59450966,23147558,Quan tâm sức khoẻ,68%,Đã tiếp cận,Từ chối,chưa có,0
166,xxxxxx,DANG CUONG NGHI,4/25/2023,2825,Nam,20,Có gia đình,xxxxxxx685,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Đại học,6019921,5/27/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,1/13/2023,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P4B,9603,Có,28979651,1472558,10106629220,7898959054,1641561384,98379182,51268674,57839732,92829372,36442410,71074206,4,15/07/2024,66862994,16181271,98844147,83144441,Quan tâm sức khoẻ,76%,Đã tiếp cận,Từ chối,chưa có,0
167,xxxxxx,NGO KIEN BINH,11/21/2020,9308,Nữ,17,Độc thân,xxxxxxx171,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,14269663,2/21/2021,Không có,Không,FWD con vuon xa,1/19/2023,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P2,9603,Có,2692665,228375,17963580599,12974486749,1886471106,86865503,1120806,7162831,64237500,49177668,23394711,4,15/07/2024,67861628,83740816,31902005,28622369,Quan tâm bảo hiểm,68%,Đã tiếp cận,Từ chối,chưa có,0
168,xxxxxx,PHAM LINH NHI,1/23/2021,2019,Nữ,29,Ly dị,xxxxxxx687,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Đại học,18217607, ,Không có,Không,FWD Nang tam vi the,11/25/2023,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P4,9603,Có,15247079,1558199,1592573695,9188943147,1745108775,44489716,51941696,13955260,52338380,73947113,54671172,4,15/07/2023,8809555,96429208,44894533,49719073,Quan tâm sức khoẻ,77%,Đã tiếp cận,Từ chối,chưa có,0
169,xxxxxx,HUYNH THANH VINH,7/14/2023,8552,Nữ,19,Ly dị,xxxxxxx187,xxxxxxxxx@outlook.com,"Hai Bà Trưng,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Tốt nghiệp phổ thông,29482660,6/21/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,11/1/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,Không có,Không có,Không,16090951,2025587,28739103460,25190859760,1912729390,37914460,94246365,62952826,75139291,92658610,81471273,1,15/07/2023,11734354,63571816,20819254,38783602,"Quan tâm đầu tư, tài chính",77%,Chưa tiếp cận,Từ chối,chưa có,0
170,xxxxxx,NGUYEN TUNG ANH,10/2/2021,3982,Nam,48,Độc thân,xxxxxxx460,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ văn phòng,Trung cấp,31973496,8/13/2021,Không có,Không,FWD con vuon xa,3/19/2020,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P3,9603,Không,4086292,2794848,23742385253,9819926754,138039289,88242290,42794299,3461274,93907287,20932890,94749723,4,15/07/2023,65627630,35112419,53672843,80923479,Quan tâm sức khoẻ,66%,Chưa tiếp cận,Từ chối,chưa có,0
171,xxxxxx,LE QUANG THONG,1/26/2020,486,Nam,44,Có gia đình,xxxxxxx654,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,19581369,5/28/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,7/1/2023,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P1,9603,Không,10932615,2951381,20616951511,27481796247,849885439,53146091,26442943,5507739,40475233,15928712,69205499,1,15/07/2023,68646781,90364368,94071683,38062683,Quan tâm gia đình,67%,Chưa tiếp cận,Từ chối,chưa có,0
172,xxxxxx,TRAN LOC UYEN,11/4/2021,4495,Nữ,46,Ly dị,xxxxxxx976,xxxxxxxxx@outlook.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,9625705, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,12/29/2023,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P5,9603,Có,39758999,1767876,6084279910,26029272094,1920411732,87424614,21311669,13780923,94290205,39475219,44271634,2,15/07/2023,19859020,63906726,64428424,1057380,Quan tâm đến cuộc sống tương lai,66%,Đã tiếp cận,Từ chối,chưa có,0
173,xxxxxx,DOAN HAM NGHI,########,6174,Nam,25,Có gia đình,xxxxxxx574,xxxxxxxxx@outlook.com,"Ba Đình,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,20772700,3/15/2020,Đồng ý gặp mặt,Có,FWD Nang tam vi the,5/31/2023,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P6,9603,Có,31944336,2121623,24211292619,21523352276,1025204978,65528503,86385760,78354632,98756836,84107062,19017678,1,15/07/2023,52376935,98493487,86772679,86452595,Quan tâm gia đình,53%,Chưa tiếp cận,Từ chối,chưa có,0
174,xxxxxx,TRAN TAM DAN,3/1/2021,8515,Nữ,32,Có gia đình,xxxxxxx675,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Đại học,5756678,3/2/2021,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P1,9603,Không,9866382,2849601,518004442,12707334874,97951752,78703110,95958536,75932622,69980089,16625145,29293226,4,15/07/2023,62916010,13623213,3212289,87185728,"Quan tâm đầu tư, tài chính",74%,Đã tiếp cận,Từ chối,chưa có,0
175,xxxxxx,PHAM THANH BINH,2/18/2022,3134,Nam,20,Độc thân,xxxxxxx233,xxxxxxxxx@yahoo.com,"Ba Đình,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Đại học,6957400,6/30/2020,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P1,9603,Không,15094181,1878421,7271096803,24712874827,611597613,32259013,59140358,30104764,24234441,30581157,38431127,4,15/07/2023,4198931,79237019,77761560,58514852,Quan tâm đến cuộc sống tương lai,58%,Chưa tiếp cận,khác,chưa có,0
176,xxxxxx,LE NGOC LIEN,12/2/2022,6614,Nữ,55,Độc thân,xxxxxxx593,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Cao học,14047482,2/28/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,12/20/2023,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4A,9603,Có,20180617,804924,22254942517,29635825034,1729392318,53132101,76000070,97099897,87505998,44365181,19051510,4,15/07/2023,76038221,24390842,23256930,91365594,Quan tâm đến cuộc sống tương lai,66%,Đã tiếp cận,khác,chưa có,0
177,xxxxxx,PHAN THE HUNG,9/11/2023,4748,Nữ,41,Độc thân,xxxxxxx365,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội",Cán bộ quản lý sơ cấp,Tốt nghiệp phổ thông,8260781,4/23/2021,Không có,Không,FWD Don dau thay doi 3.0,4/22/2020,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P5A,9603,Có,7304123,2117103,26900917009,10498813659,526420012,93062783,99928798,47671775,7113196,53893879,49599963,4,27/03/2024,16406395,62980199,5873255,69624195,Quan tâm gia đình,77%,Đã tiếp cận,khác,chưa có,0
178,xxxxxx,HO DA YEN,7/8/2021,3788,Nam,24,Ly dị,xxxxxxx566,xxxxxxxxx@yahoo.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý trung cấp,Tốt nghiệp phổ thông,34212031,9/24/2022,Không có,Không,Không có,Không,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P5A,9603,Có,3777832,2528504,22934114624,14212016960,1270082874,97850552,61331599,58052704,30841695,24722608,32901549,2,27/03/2024,21080708,26711638,22478064,9560188,Quan tâm bảo hiểm,66%,Chưa tiếp cận,khác,chưa có,0
179,xxxxxx,LE MINH DAN,1/23/2020,908,Nam,38,Ly dị,xxxxxxx543,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội",Cán bộ quản lý cao cấp,Tốt nghiệp phổ thông,35004864,12/7/2023,Không có,Không,FWD Don dau thay doi 3.0,7/11/2022,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P1,9603,Không,38368723,1318283,1343968361,17073167657,1873665673,95574172,59719657,61941984,26583569,24815976,39471057,4,27/03/2024,52989994,95672595,74128851,62545444,"Quan tâm đầu tư, tài chính",74%,Chưa tiếp cận,khác,chưa có,0
180,xxxxxx,PHAM CHI THANH,5/28/2023,7211,Nam,26,Có gia đình,xxxxxxx378,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ văn phòng,Đại học,17407672,12/22/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P6,9603,Không,8724186,2369440,6307240313,24395823239,360006157,22059189,39957917,32980755,14500660,52026708,73535904,4,27/03/2024,76889850,80971523,34931080,83451527,Quan tâm đến cuộc sống tương lai,77%,Chưa tiếp cận,khác,chưa có,0
181,xxxxxx,PHAN BICH HANH,6/7/2020,1364,Nữ,40,Độc thân,xxxxxxx928,xxxxxxxxx@gmail.com,"Hoàn Kiếm,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,23562273,5/16/2021,Đồng ý gặp mặt,Có,FWD con vuon xa,3/9/2022,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P4B,9603,Có,7042572,447894,20266878593,3627468262,707504353,63858518,63336504,52529605,67493137,65150287,29719904,4,27/03/2024,48492971,37119088,60785167,41056015,"Quan tâm đầu tư, tài chính",69%,Chưa tiếp cận,khác,chưa có,0
182,xxxxxx,DANG THANH THANH,6/17/2021,6709,Nam,45,Có gia đình,xxxxxxx700,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Cao đẳng,21726176, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,Không có,Không có,Có,6454304,2309756,25397715481,14124186894,847594299,72143966,97119174,77044958,35441761,32309696,19125436,2,27/03/2024,47602706,72414521,94973290,19516863,Quan tâm bảo hiểm,66%,Đã tiếp cận,khác,chưa có,0
183,xxxxxx,LY THU NGA,########,4471,Nữ,31,Ly dị,xxxxxxx981,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội",Cán bộ quản lý trung cấp,Đại học,9521817,7/13/2021,Không có,Không,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P6,9603,Không,15108742,1809368,5746534580,11998196108,1726802,310382,10216651,31163849,75602159,24692689,28133735,4,27/03/2024,49262643,90904064,18075959,28365352,Quan tâm đến cuộc sống tương lai,66%,Đã tiếp cận,khác,chưa có,0
184,xxxxxx,LY GIA LINH,4/29/2020,3582,Nam,18,Độc thân,xxxxxxx280,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,22559508,4/16/2020,Không có,Không,FWD con vuon xa,6/20/2021,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P7,9603,Không,34073962,913452,15188599353,15388374699,466803244,99107363,51510857,97832020,548546,96562224,8404986,2,27/03/2024,27387271,22327839,42382370,68375018,Quan tâm sức khoẻ,52%,Đã tiếp cận,khác,chưa có,0
185,xxxxxx,NGO QUANG TRONG,5/25/2021,2829,Nữ,60,Độc thân,xxxxxxx628,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,23595612,4/3/2021,Đồng ý gặp mặt,Có,FWD Nang tam vi the,10/29/2023,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P4B,9603,Không,4393472,2968657,11371386050,20956451790,1736944936,54998061,37924059,95920424,42841926,21266568,26165462,4,27/03/2024,69993070,77925514,211494,89107038,Quan tâm đến cuộc sống tương lai,66%,Đã tiếp cận,khác,chưa có,0
186,xxxxxx,LE TO NGA,7/31/2021,6959,Nam,55,Ly dị,xxxxxxx290,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao đẳng,34517356,11/14/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,6/13/2021,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P5A,9603,Không,13134494,729052,1914239748,4314004876,1979926155,66215883,28484067,34813803,48685267,94005439,32706850,4,27/03/2024,68549612,77321657,66487643,71054392,Quan tâm đến cuộc sống tương lai,77%,Đã tiếp cận,khác,chưa có,0
187,xxxxxx,TRAN VY LAN,3/18/2020,7163,Nữ,39,Có gia đình,xxxxxxx023,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,27237298,4/16/2023,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P4,9603,Có,39405899,1242968,6443654140,4888186596,203108652,96522730,28822247,88120633,28320365,54672248,73410059,4,27/03/2024,17541461,75949373,24203218,94126253,Quan tâm bảo hiểm,66%,Đã tiếp cận,khác,chưa có,0
188,xxxxxx,DANG MINH NHAN,8/22/2021,1098,Nữ,52,Độc thân,xxxxxxx227,xxxxxxxxx@outlook.com,"Hai Bà Trưng,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,6820238, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P5,9603,Có,13061840,2282828,98835823,25761646499,1728613753,71984520,92549468,30039303,81363801,8423438,91583297,4,27/03/2024,21834988,64173582,39766779,55456533,Quan tâm gia đình,66%,Đã tiếp cận,khác,chưa có,0
189,xxxxxx,VO THANH DOAN,########,1520,Nữ,50,Ly dị,xxxxxxx202,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội",Cán bộ văn phòng,Cao học,14021606, ,Không có,Không,FWD Nang tam vi the,11/16/2021,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P3,9603,Có,8753883,394770,4719664115,10499281990,1217947430,64829095,70590856,6677004,5731877,44405182,49071503,4,27/03/2024,31175715,21855324,74181789,17093758,Quan tâm đến cuộc sống tương lai,77%,Đã tiếp cận,khác,chưa có,0
190,xxxxxx,VO HONG NHUAN,10/13/2022,9130,Nam,45,Độc thân,xxxxxxx761,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Đại học,17106742,1/7/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,5/26/2022,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P1,9603,Có,434982,155539,1112636131,3245475241,702141145,82573050,6396853,26565603,18541402,16818193,60211998,4,27/03/2024,16322027,7405540,12099247,62569601,Quan tâm đến cuộc sống tương lai,65%,Đã tiếp cận,khác,chưa có,0
